,medium,time_control,age_diff,home_country_diff,rating_diff,players_sex,upset
1620,online,blitz,0,0,344.0,MF,1
1621,online,blitz,-1,0,432.0,MM,1
1622,online,blitz,-2,0,360.0,MM,0
1623,online,blitz,0,0,676.0,FF,0
1624,online,blitz,-1,0,1003.0,MM,0
1625,online,blitz,2,0,1074.0,MM,0
1626,online,blitz,0,0,1019.0,MF,1
1627,online,blitz,4,0,675.0,MM,1
1628,online,blitz,0,0,586.0,MF,0
1629,online,blitz,-4,0,598.0,MM,0
1630,online,blitz,-2,0,563.0,FM,0
1631,online,blitz,2,0,578.0,MM,0
1632,online,blitz,-1,0,332.0,MM,0
1633,online,blitz,1,0,451.0,MF,0
1634,online,blitz,0,0,798.0,MF,0
1635,online,blitz,-2,0,620.0,MM,0
1636,online,blitz,0,0,678.0,MM,0
1637,online,blitz,2,0,465.0,MF,0
1638,online,blitz,-2,0,288.0,MM,0
1639,online,blitz,1,0,372.0,MM,0
1640,online,blitz,-2,0,501.0,FM,0
1641,online,blitz,0,0,630.0,MM,1
1642,online,blitz,0,0,386.0,FF,1
1643,online,blitz,-2,0,649.0,MM,0
1644,online,blitz,-1,0,301.0,MF,1
1645,online,blitz,2,0,225.0,FM,1
1646,online,blitz,-1,0,276.0,MM,0
1647,online,blitz,-2,0,466.0,MM,0
1648,online,blitz,-2,0,570.0,MM,0
1649,online,blitz,0,0,597.0,FM,0
1650,online,blitz,0,0,268.0,MM,0
1651,online,blitz,-3,0,362.0,MM,1
1652,online,blitz,-1,0,398.0,MM,0
1653,online,blitz,0,0,422.0,MM,1
1654,online,blitz,0,0,405.0,MM,1
1655,online,blitz,2,0,492.0,MM,0
1656,online,blitz,0,0,746.0,MM,0
1657,online,blitz,3,0,318.0,MM,0
1658,online,blitz,-2,0,208.0,FM,1
1659,online,blitz,0,0,939.0,MM,0
1660,online,blitz,1,0,893.0,MM,0
1661,online,blitz,1,0,919.0,MM,1
1662,online,blitz,1,0,956.0,MM,1
1663,online,blitz,-1,0,1009.0,MM,0
1664,online,blitz,4,0,1016.0,MM,1
1665,online,blitz,2,0,608.0,MM,0
1666,online,blitz,1,0,597.0,MM,0
1667,online,blitz,0,0,692.0,MM,1
1668,online,blitz,0,0,724.0,MM,0
1669,online,blitz,3,0,564.0,MF,0
1670,online,blitz,1,0,407.0,MM,0
1671,online,blitz,1,0,376.0,MF,0
1672,online,blitz,-3,0,567.0,MM,0
1673,online,blitz,-1,0,790.0,MM,0
1674,online,blitz,-3,0,295.0,MM,0
1675,online,blitz,2,0,360.0,FM,1
1676,online,blitz,-2,0,336.0,MM,0
1677,online,blitz,1,0,329.0,MM,1
1678,online,blitz,2,0,584.0,FM,0
1679,online,blitz,-3,0,651.0,FM,0
1680,online,blitz,3,0,649.0,MM,0
1681,online,blitz,2,0,358.0,MF,1
1682,online,blitz,1,0,457.0,MM,1
1683,online,blitz,0,0,350.0,MM,0
1684,online,blitz,-1,0,459.0,FM,1
1685,online,blitz,0,0,271.0,FM,1
1686,online,blitz,0,0,394.0,MM,0
1687,online,blitz,2,0,383.0,MM,1
1688,online,blitz,-3,0,272.0,MM,0
1689,online,blitz,4,0,277.0,MF,1
1690,online,blitz,-1,0,679.0,MM,0
1691,online,blitz,4,0,427.0,MM,0
1692,online,blitz,0,0,244.0,MF,1
1693,online,blitz,1,0,1050.0,FM,1
1694,online,blitz,1,0,245.0,MM,1
1695,online,blitz,1,0,372.0,MM,0
1696,online,blitz,-2,0,499.0,MM,0
1697,online,blitz,2,0,831.0,MM,0
1698,online,blitz,-1,0,409.0,MM,0
1699,online,blitz,2,0,369.0,MM,0
1700,online,blitz,0,0,293.0,MM,0
1701,online,blitz,0,0,313.0,MM,1
1702,online,blitz,2,0,566.0,MM,0
1703,online,blitz,-3,0,249.0,FM,0
1704,online,blitz,0,0,497.0,MM,1
1705,online,blitz,0,0,739.0,MM,1
1706,online,blitz,-2,0,230.0,MM,1
1707,online,blitz,3,0,245.0,MM,0
1708,online,blitz,0,0,550.0,MM,0
1709,online,blitz,2,0,886.0,MM,1
1710,online,blitz,1,0,1305.0,MF,0
1711,online,blitz,-1,0,1216.0,MF,0
1712,online,blitz,2,0,664.0,MM,0
1713,online,blitz,-1,0,625.0,MM,0
1714,online,blitz,-1,0,615.0,MM,0
1715,online,blitz,0,0,636.0,MM,0
1716,online,blitz,0,0,609.0,MM,1
1717,online,blitz,0,0,437.0,MM,0
1718,online,blitz,2,0,325.0,MF,0
1719,online,blitz,-3,0,443.0,MM,0
1720,online,blitz,2,0,455.0,MM,1
1721,online,blitz,0,0,728.0,FF,0
1722,online,blitz,0,0,530.0,MM,0
1723,online,blitz,1,0,400.0,MM,0
1724,online,blitz,1,0,460.0,MM,0
1725,online,blitz,1,0,423.0,MM,0
1726,online,blitz,0,0,850.0,FF,0
1727,online,blitz,2,0,693.0,MF,0
1728,online,blitz,0,0,386.0,MF,0
1729,online,blitz,1,0,285.0,FM,1
1730,online,blitz,1,0,245.0,MM,1
1731,online,blitz,1,0,344.0,MM,0
1732,online,blitz,-1,0,642.0,MF,0
1733,online,blitz,2,0,664.0,MF,0
1734,online,blitz,1,0,212.0,MM,1
1735,online,blitz,2,0,548.0,MM,0
1736,online,blitz,2,0,786.0,MF,0
1737,online,blitz,3,0,1217.0,MM,0
1738,online,blitz,1,0,1171.0,MF,0
1739,online,blitz,3,0,1181.0,MM,0
1740,online,blitz,3,0,1182.0,MF,0
1741,online,blitz,1,0,1239.0,MM,0
1742,online,blitz,0,0,616.0,MM,0
1743,online,blitz,-2,0,596.0,MM,0
1744,online,blitz,0,0,529.0,FM,0
1745,online,blitz,2,0,548.0,MM,1
1746,online,blitz,0,0,577.0,FM,0
1747,online,blitz,4,0,583.0,MF,0
1748,online,blitz,1,0,390.0,MF,0
1749,online,blitz,2,0,225.0,MM,1
1750,online,blitz,1,0,484.0,FM,0
1751,online,blitz,1,0,378.0,MM,1
1752,online,blitz,-2,0,300.0,MM,0
1753,online,blitz,0,0,336.0,MF,0
1754,online,blitz,0,0,250.0,MM,0
1755,online,blitz,2,0,522.0,FF,0
1756,online,blitz,1,0,453.0,MM,0
1757,online,blitz,2,0,504.0,MM,1
1758,online,blitz,1,0,500.0,MM,0
1759,online,blitz,0,0,580.0,MM,0
1760,online,blitz,2,0,455.0,MM,0
1761,online,blitz,3,0,471.0,MM,1
1762,online,blitz,0,0,671.0,MM,0
1763,online,blitz,-1,0,769.0,MM,0
1764,online,blitz,0,0,277.0,MM,0
1765,online,blitz,0,0,203.0,MF,0
1766,online,blitz,2,0,367.0,MF,0
1767,online,blitz,2,0,387.0,FM,0
1768,online,blitz,-3,0,563.0,FM,0
1769,online,blitz,-2,0,397.0,MM,1
1770,online,blitz,4,0,325.0,MM,1
1771,online,blitz,-1,0,200.0,MM,1
1772,online,blitz,2,0,324.0,MM,0
1773,online,blitz,-1,0,389.0,FF,0
1774,online,blitz,0,0,566.0,MM,0
1775,online,blitz,0,0,724.0,MF,0
1776,online,blitz,3,0,269.0,MF,0
1777,online,blitz,2,0,204.0,MM,1
1778,online,blitz,2,0,360.0,FM,1
1779,online,blitz,0,0,417.0,MF,1
1780,online,blitz,0,0,887.0,MM,0
1781,online,blitz,4,0,249.0,MM,0
1782,online,blitz,2,0,205.0,MM,0
1783,online,blitz,1,0,205.0,FM,1
1784,online,blitz,1,0,559.0,MF,0
1785,online,blitz,-2,0,385.0,FM,0
1786,online,blitz,3,0,368.0,MF,0
1787,online,blitz,4,0,738.0,MM,0
1788,online,blitz,-1,0,333.0,MM,1
1789,online,blitz,1,0,408.0,MM,0
1790,online,blitz,0,0,269.0,MF,1
1791,online,blitz,1,0,437.0,MM,0
1792,online,blitz,3,0,581.0,MM,1
1793,online,blitz,0,0,577.0,MM,1
1794,online,blitz,4,0,545.0,MF,1
1795,online,blitz,0,0,273.0,MM,0
1796,online,blitz,-1,0,1034.0,MM,0
1797,online,blitz,1,0,265.0,FM,1
1798,online,blitz,1,0,686.0,MM,0
1799,online,blitz,2,0,431.0,MF,0
1800,online,blitz,3,0,634.0,MM,0
1801,online,blitz,-1,0,205.0,MM,0
1802,online,blitz,-1,0,249.0,FF,0
1803,online,blitz,1,0,476.0,MM,0
1804,online,blitz,3,0,480.0,MF,0
1805,online,blitz,0,0,351.0,MM,1
1806,online,blitz,4,0,528.0,MM,0
1807,online,blitz,-2,0,1000.0,MM,0
1808,online,blitz,-3,0,1045.0,MM,0
1809,online,blitz,-2,0,1038.0,MM,0
1810,online,blitz,2,0,1036.0,MF,0
1811,online,blitz,-1,0,695.0,MM,0
1812,online,blitz,4,0,360.0,MM,0
1813,online,blitz,-2,0,1028.0,MM,0
1814,online,blitz,1,0,339.0,MM,0
1815,online,blitz,4,0,985.0,MM,0
1816,online,blitz,2,0,497.0,MF,0
1817,online,blitz,-3,0,627.0,MM,1
1818,online,blitz,2,0,477.0,FM,1
1819,online,blitz,-3,0,476.0,MM,0
1820,online,blitz,4,0,1009.0,MM,0
1821,online,blitz,0,0,456.0,MM,0
1822,online,blitz,-4,0,724.0,FM,0
1823,online,blitz,-1,0,405.0,MM,0
1824,online,blitz,-1,0,385.0,MM,0
1825,online,blitz,1,0,696.0,MM,0
1826,online,blitz,0,0,571.0,MF,1
1827,online,blitz,1,0,211.0,MM,0
1828,online,blitz,-1,0,624.0,MM,0
1829,online,blitz,1,0,634.0,MM,0
1830,online,blitz,2,0,247.0,MM,1
1831,online,blitz,2,0,584.0,MM,0
1832,online,blitz,-1,0,473.0,MM,0
1833,online,blitz,-2,0,547.0,MM,0
1834,online,blitz,0,0,636.0,FM,0
1835,online,blitz,2,0,806.0,FM,0
1836,online,blitz,4,0,203.0,MM,1
1837,online,blitz,0,0,282.0,MM,1
1838,online,blitz,0,0,325.0,FM,0
1839,online,blitz,3,0,242.0,MM,0
1840,online,blitz,1,0,520.0,MM,0
1841,online,blitz,-1,0,334.0,MM,0
1842,online,blitz,0,0,311.0,MM,0
1843,online,blitz,0,0,283.0,MF,0
1844,online,blitz,0,0,559.0,MM,0
1845,online,blitz,0,0,460.0,FF,0
1846,online,blitz,0,0,834.0,MM,0
1847,online,blitz,-1,0,794.0,MM,0
1848,online,blitz,2,0,262.0,MM,0
1849,online,blitz,0,0,262.0,MM,0
1850,online,blitz,-3,0,423.0,FM,0
1851,online,blitz,-3,0,469.0,MM,0
1852,online,blitz,3,0,312.0,MF,1
1853,online,blitz,0,0,836.0,MF,1
1854,online,blitz,-2,0,547.0,MM,0
1855,online,blitz,2,0,308.0,MF,0
1856,online,blitz,2,0,260.0,MM,1
1857,online,blitz,3,0,783.0,MM,0
1858,online,blitz,0,0,756.0,MM,0
1859,online,blitz,2,0,970.0,MM,0
1860,online,blitz,0,0,558.0,MF,0
1861,online,blitz,-2,0,830.0,MM,0
1862,online,blitz,-1,0,870.0,FM,0
1863,online,blitz,3,0,531.0,MM,1
1864,online,blitz,-3,0,405.0,MM,0
1865,online,blitz,0,0,430.0,MM,0
1866,online,blitz,3,0,411.0,MF,0
1867,online,blitz,-2,0,415.0,MM,0
1868,online,blitz,1,0,436.0,MM,0
1869,online,blitz,0,0,571.0,MM,0
1870,online,blitz,-1,0,348.0,MM,0
1871,online,blitz,0,0,917.0,MM,0
1872,online,blitz,-2,0,696.0,MM,0
1873,online,blitz,0,0,743.0,MF,0
1874,online,blitz,-1,0,695.0,MM,0
1875,online,blitz,2,0,1041.0,MF,0
1876,online,blitz,1,0,459.0,MM,0
1877,online,blitz,-2,0,347.0,FM,1
1878,online,blitz,3,0,506.0,MM,0
1879,online,blitz,1,0,359.0,MM,1
1880,online,blitz,0,0,353.0,MF,0
1881,online,blitz,0,0,348.0,FM,1
1882,online,blitz,1,0,779.0,MM,0
1883,online,blitz,1,0,354.0,FM,0
1884,online,blitz,3,0,413.0,MM,1
1885,online,blitz,-1,0,293.0,MM,1
1886,online,blitz,-1,0,374.0,MM,0
1887,online,blitz,2,0,638.0,FF,0
1888,online,blitz,2,0,817.0,MM,0
1889,online,blitz,4,0,372.0,MM,0
1890,online,blitz,-1,0,276.0,MM,0
1891,online,blitz,-1,0,372.0,MF,1
1892,online,blitz,-4,0,379.0,FM,0
1893,online,blitz,0,0,525.0,FM,0
1894,online,blitz,-2,0,582.0,MM,1
1895,online,blitz,1,0,604.0,MM,1
1896,online,blitz,2,0,579.0,MF,0
1897,online,blitz,-2,0,477.0,FM,0
1898,online,blitz,0,0,367.0,MM,1
1899,online,blitz,1,0,566.0,MF,0
1900,online,blitz,0,0,469.0,MM,0
1901,online,blitz,-3,0,459.0,MM,0
1902,online,blitz,3,0,467.0,MM,0
1903,online,blitz,2,0,639.0,MM,1
1904,online,blitz,0,0,708.0,MM,0
1905,online,blitz,3,0,1343.0,MM,0
1906,online,blitz,0,0,340.0,MF,0
1907,online,blitz,4,0,393.0,MM,1
1908,online,blitz,-2,0,397.0,MM,0
1909,online,blitz,-1,0,478.0,MM,1
1910,online,blitz,2,0,308.0,MF,0
1911,online,blitz,3,0,751.0,MM,0
1912,online,blitz,3,0,239.0,MM,1
1913,online,blitz,-1,0,419.0,MM,0
1914,online,blitz,2,0,403.0,MM,1
1915,online,blitz,2,0,536.0,MM,0
1916,online,blitz,-1,0,546.0,MM,0
1917,online,blitz,-1,0,730.0,FM,0
1918,online,blitz,4,0,938.0,MF,0
1919,online,blitz,3,0,920.0,MM,0
1920,online,blitz,2,0,924.0,MF,0
1921,online,blitz,1,0,969.0,MM,0
1922,online,blitz,-1,0,1100.0,MM,0
1923,online,blitz,0,0,959.0,MF,0
1924,online,blitz,2,0,916.0,MF,0
1925,online,blitz,0,0,974.0,MM,0
1926,online,blitz,1,0,1139.0,MM,0
1927,online,blitz,3,0,558.0,MF,0
1928,online,blitz,1,0,558.0,MM,0
1929,online,blitz,-1,0,544.0,MM,0
1930,online,blitz,0,0,520.0,MF,1
1931,online,blitz,3,0,513.0,FF,0
1932,online,blitz,3,0,559.0,MM,0
1933,online,blitz,1,0,531.0,MM,0
1934,online,blitz,2,0,514.0,MM,0
1935,online,blitz,3,0,508.0,MM,0
1936,online,blitz,-1,0,517.0,MM,0
1937,online,blitz,3,0,347.0,MM,0
1938,online,blitz,0,0,280.0,MF,0
1939,online,blitz,-1,0,285.0,MM,0
1940,online,blitz,2,0,330.0,MM,0
1941,online,blitz,-2,0,315.0,MM,0
1942,online,blitz,1,0,279.0,MM,0
1943,online,blitz,-2,0,295.0,FM,1
1944,online,blitz,0,0,701.0,FF,0
1945,online,blitz,-1,0,342.0,MF,0
1946,online,blitz,0,0,490.0,MF,0
1947,online,blitz,1,0,293.0,MM,1
1948,online,blitz,-2,0,619.0,MM,1
1949,online,blitz,2,0,619.0,MF,1
1950,online,blitz,0,0,245.0,MM,0
1951,online,blitz,0,0,332.0,MM,1
1952,online,blitz,-2,0,555.0,FM,0
1953,online,blitz,1,0,560.0,MF,0
1954,online,blitz,3,0,273.0,MM,0
1955,online,blitz,2,0,494.0,FM,0
1956,online,blitz,0,0,714.0,MM,0
1957,online,blitz,0,0,512.0,MF,0
1958,online,blitz,2,0,478.0,MM,0
1959,online,blitz,0,0,530.0,MM,0
1960,online,blitz,-2,0,483.0,MM,0
1961,online,blitz,-1,0,631.0,MM,0
1962,online,blitz,0,0,316.0,MM,0
1963,online,blitz,0,0,720.0,FM,0
1964,online,blitz,-2,0,324.0,MM,0
1965,online,blitz,0,0,352.0,MF,0
1966,online,blitz,-3,0,346.0,MM,0
1967,online,blitz,-1,0,544.0,MM,0
1968,online,blitz,1,0,652.0,MM,0
1969,online,blitz,-1,0,596.0,MM,0
1970,online,blitz,2,0,421.0,MF,1
1971,online,blitz,-1,0,671.0,MM,0
1972,online,blitz,4,0,312.0,MM,0
1973,online,blitz,0,0,340.0,MM,1
1974,online,blitz,-1,0,370.0,MM,0
1975,online,blitz,0,0,387.0,MM,0
1976,online,blitz,0,0,422.0,MF,0
1977,online,blitz,2,0,435.0,MM,0
1978,online,blitz,1,0,440.0,MF,0
1979,online,blitz,-2,0,290.0,MM,0
1980,online,blitz,0,0,452.0,MF,0
1981,online,blitz,0,0,456.0,MF,0
1982,online,blitz,0,0,551.0,MM,0
1983,online,blitz,2,0,316.0,MM,0
1984,online,blitz,-2,0,303.0,MM,1
1985,online,blitz,-4,0,284.0,MM,0
1986,online,blitz,3,0,329.0,MM,0
1987,online,blitz,0,0,370.0,MM,1
1988,online,blitz,-3,0,355.0,MM,0
1989,online,blitz,0,0,460.0,MM,0
1990,online,blitz,-1,0,363.0,FF,0
1991,online,blitz,0,0,342.0,MM,0
1992,online,blitz,3,0,470.0,MF,0
1993,online,blitz,1,0,662.0,MM,0
1994,online,blitz,2,0,278.0,MF,1
1995,online,blitz,0,0,624.0,MM,0
1996,online,blitz,1,0,441.0,MM,0
1997,online,blitz,1,0,628.0,MF,0
1998,online,blitz,0,0,474.0,MF,0
1999,online,blitz,3,0,460.0,MF,0
2000,online,blitz,0,0,293.0,MM,1
2001,online,blitz,1,0,367.0,MM,1
2002,online,blitz,-3,0,212.0,MF,0
2003,online,blitz,1,0,222.0,MM,0
2004,online,blitz,0,0,421.0,MM,0
2005,online,blitz,-2,0,358.0,MM,0
2006,online,blitz,2,0,288.0,MM,0
2007,online,blitz,1,0,357.0,FF,0
2008,online,blitz,-2,0,382.0,MF,0
2009,online,blitz,3,0,855.0,MM,0
2010,online,blitz,0,0,283.0,MM,0
2011,online,blitz,-2,0,314.0,MM,1
2012,online,blitz,-1,0,203.0,MM,0
2013,online,blitz,1,0,773.0,FM,0
2014,online,blitz,0,0,780.0,MF,0
2015,online,blitz,-1,0,217.0,MM,1
2016,online,blitz,2,0,251.0,MM,0
2017,online,blitz,1,0,282.0,MF,1
2018,online,blitz,-1,0,483.0,MF,0
2019,online,blitz,-4,0,427.0,MM,0
2020,online,blitz,0,0,231.0,MM,0
2021,online,blitz,-2,0,244.0,MM,1
2022,online,blitz,1,0,248.0,MM,0
2023,online,blitz,0,0,510.0,MM,0
2024,online,blitz,-3,0,335.0,MF,0
2025,online,blitz,2,0,213.0,MF,0
2026,online,blitz,2,0,325.0,MF,1
2027,online,blitz,0,0,324.0,MM,0
2028,online,blitz,-2,0,390.0,MM,1
2029,online,blitz,3,0,927.0,MF,0
2030,online,blitz,1,0,996.0,FM,0
2031,online,blitz,0,0,1092.0,MF,0
2032,online,blitz,1,0,944.0,MM,0
2033,online,blitz,-1,0,925.0,MM,0
2034,online,blitz,0,0,924.0,MM,0
2035,online,blitz,2,0,971.0,MM,0
2036,online,blitz,0,0,981.0,MF,0
2037,online,blitz,1,0,598.0,MM,1
2038,online,blitz,3,0,562.0,MM,0
2039,online,blitz,0,0,485.0,MM,1
2040,online,blitz,2,0,673.0,MM,0
2041,online,blitz,2,0,592.0,MM,0
2042,online,blitz,-1,0,550.0,FM,0
2043,online,blitz,1,0,519.0,FF,0
2044,online,blitz,1,0,506.0,MF,0
2045,online,blitz,-1,0,504.0,FM,0
2046,online,blitz,2,0,796.0,MM,0
2047,online,blitz,-1,0,453.0,MF,0
2048,online,blitz,2,0,347.0,MM,1
2049,online,blitz,1,0,372.0,MM,0
2050,online,blitz,1,0,460.0,MM,0
2051,online,blitz,2,0,737.0,MM,0
2052,online,blitz,0,0,939.0,MM,0
2053,online,blitz,2,0,984.0,MM,0
2054,online,blitz,-1,0,249.0,MF,0
2055,online,blitz,0,0,243.0,MM,0
2056,online,blitz,2,0,351.0,MM,0
2057,online,blitz,1,0,311.0,FM,0
2058,online,blitz,-3,0,613.0,MM,0
2059,online,blitz,-1,0,250.0,MM,0
2060,online,blitz,1,0,209.0,MM,1
2061,online,blitz,-1,0,460.0,MF,0
2062,online,blitz,1,0,330.0,MF,1
2063,online,blitz,2,0,323.0,MM,0
2064,online,blitz,0,0,542.0,MM,0
2065,online,blitz,-2,0,875.0,MM,0
2066,online,blitz,0,0,810.0,MM,0
2067,online,blitz,0,0,680.0,MM,0
2068,online,blitz,1,0,317.0,MF,0
2069,online,blitz,3,0,223.0,MM,1
2070,online,blitz,0,0,317.0,MM,0
2071,online,blitz,0,0,382.0,MF,0
2072,online,blitz,0,0,451.0,MM,0
2073,online,blitz,1,0,506.0,MM,1
2074,online,blitz,0,0,466.0,MF,1
2075,online,blitz,3,0,204.0,MM,0
2076,online,blitz,2,0,315.0,FM,0
2077,online,blitz,1,0,663.0,MF,0
2078,online,blitz,0,0,245.0,MM,1
2079,online,blitz,-1,0,301.0,MM,0
2080,online,blitz,1,0,517.0,MM,1
2081,online,blitz,-1,0,342.0,MF,0
2082,online,blitz,1,0,297.0,MM,0
2083,online,blitz,1,0,604.0,MF,1
2084,online,blitz,2,0,249.0,MM,0
2085,online,blitz,2,0,370.0,MM,0
2086,online,blitz,-1,0,289.0,MF,0
2087,online,blitz,1,0,586.0,MM,0
2088,online,blitz,-2,0,400.0,MM,1
2089,online,blitz,0,0,352.0,MM,0
2090,online,blitz,1,0,424.0,MM,0
2091,online,blitz,0,0,659.0,MM,0
2092,online,blitz,0,0,201.0,MF,0
2093,online,blitz,-1,0,224.0,MM,1
2094,online,blitz,2,0,210.0,MM,0
2095,online,blitz,-1,0,284.0,MM,0
2096,online,blitz,-1,0,395.0,MF,0
2097,online,blitz,-1,0,344.0,MM,0
2098,online,blitz,-2,0,230.0,FM,1
2099,online,blitz,-1,0,395.0,MM,0
2100,online,blitz,-2,0,462.0,FM,0
2101,online,blitz,2,0,431.0,MF,1
2102,online,blitz,-3,0,366.0,MM,0
2103,online,blitz,1,0,381.0,FM,1
2104,online,blitz,1,0,546.0,MM,0
2105,online,blitz,-2,0,347.0,MM,1
2106,online,blitz,2,0,430.0,MM,1
2107,online,blitz,-1,0,948.0,MM,0
2108,online,blitz,2,0,963.0,MM,0
2109,online,blitz,1,0,969.0,MM,0
2110,online,blitz,1,0,367.0,MM,0
2111,online,blitz,0,0,970.0,MF,0
2112,online,blitz,-2,0,973.0,MF,0
2113,online,blitz,3,0,980.0,MF,0
2114,online,blitz,0,0,979.0,MF,0
2115,online,blitz,-2,0,527.0,MM,0
2116,online,blitz,-1,0,517.0,MM,1
2117,online,blitz,3,0,493.0,MM,0
2118,online,blitz,2,0,585.0,MM,0
2119,online,blitz,0,0,524.0,MF,0
2120,online,blitz,1,0,527.0,MF,0
2121,online,blitz,2,0,503.0,MF,1
2122,online,blitz,1,0,623.0,MM,0
2123,online,blitz,2,0,209.0,MM,1
2124,online,blitz,1,0,600.0,MF,0
2125,online,blitz,1,0,430.0,MM,0
2126,online,blitz,4,0,613.0,MM,1
2127,online,blitz,2,0,632.0,FM,0
2128,online,blitz,-1,0,697.0,MF,0
2129,online,blitz,1,0,308.0,MF,1
2130,online,blitz,3,0,620.0,MM,0
2131,online,blitz,0,0,652.0,MM,0
2132,online,blitz,3,0,294.0,MM,0
2133,online,blitz,1,0,234.0,MM,0
2134,online,blitz,-2,0,229.0,MM,0
2135,online,blitz,0,0,399.0,MM,0
2136,online,blitz,0,0,552.0,MM,0
2137,online,blitz,-2,0,529.0,MM,0
2138,online,blitz,-1,0,464.0,MF,0
2139,online,blitz,1,0,424.0,MM,0
2140,online,blitz,0,0,235.0,MM,1
2141,online,blitz,-3,0,363.0,MM,0
2142,online,blitz,-1,0,337.0,MF,0
2143,online,blitz,-1,0,467.0,MM,1
2144,online,blitz,0,0,601.0,FM,0
2145,online,blitz,4,0,390.0,MF,0
2146,online,blitz,4,0,271.0,MM,0
2147,online,blitz,1,0,331.0,MM,0
2148,online,blitz,-1,0,422.0,MM,0
2149,online,blitz,1,0,546.0,MM,0
2150,online,blitz,-1,0,254.0,MM,0
2151,online,blitz,1,0,269.0,MM,1
2152,online,blitz,1,0,276.0,MM,0
2153,online,blitz,2,0,242.0,MM,1
2154,online,blitz,-1,0,298.0,MM,0
2155,online,blitz,-1,0,360.0,MM,1
2156,online,blitz,3,0,357.0,MF,0
2157,online,blitz,0,0,364.0,FM,0
2158,online,blitz,2,0,690.0,MF,0
2159,online,blitz,0,0,369.0,MM,0
2160,online,blitz,0,0,262.0,MM,0
2161,online,blitz,2,0,284.0,MM,1
2162,online,blitz,-2,0,549.0,MM,0
2163,online,blitz,0,0,449.0,MM,0
2164,online,blitz,-1,0,412.0,FM,0
2165,online,blitz,0,0,470.0,MM,1
2166,online,blitz,0,0,665.0,MM,0
2167,online,blitz,2,0,580.0,MF,1
2168,online,blitz,-1,0,278.0,MM,1
2169,online,blitz,2,0,321.0,MM,1
2170,online,blitz,1,0,475.0,MM,0
2171,online,blitz,2,0,636.0,MM,0
2172,online,blitz,-3,0,589.0,MM,0
2173,online,blitz,-1,0,232.0,MM,1
2174,online,blitz,1,0,242.0,MM,0
2175,online,blitz,1,0,382.0,MM,0
2176,online,blitz,1,0,388.0,MM,0
2177,online,blitz,0,0,425.0,MM,0
2178,online,blitz,-1,0,430.0,FM,0
2179,online,blitz,2,0,400.0,MM,0
2180,online,blitz,0,0,624.0,MM,1
2181,online,blitz,0,0,412.0,MM,1
2182,online,blitz,0,0,476.0,MM,1
2183,online,blitz,0,0,510.0,MM,0
2184,online,blitz,-3,0,376.0,MM,1
2185,online,blitz,2,0,702.0,MM,0
2186,online,blitz,-1,0,592.0,MF,0
2187,online,blitz,0,0,752.0,MM,0
2188,online,blitz,0,0,752.0,MF,0
2189,online,blitz,0,0,303.0,MM,0
2190,online,blitz,1,0,707.0,MM,0
2191,online,blitz,2,0,612.0,FF,0
2192,offline,rapid,-12,1,208.0,FF,0
